hour_number,price,to_drop,demand,capacity
20240215-16,27.48,DSO-RD;,18879,27581
20240215-17,26.91,DSO-RD;,18908,27800
20240215-18,30.97,DSO-RD;,19256,28115
20240215-19,28.25,DSO-RD;,19076,28207
20240215-20,26.65,DSO-RD;,18840,28346
20240215-21,25.77,DSO-RD;,18624,28409
20240215-22,24.84,DSO-RD;,17986,28563
20240215-23,25.82,DSO-RD;,17260,28527
20240215-24,22.9,DSO-RD;,16278,28457
20231215-1,21.77,DSO-RD;,14765,27380
20231215-2,18.56,DSO-RD;,14347,27286
20231215-3,20.51,DSO-RD;,14164,26993
20231215-4,15.53,DSO-RD;,13949,26866
20231215-5,14.35,DSO-RD;,14149,26782
20231215-6,19.96,DSO-RD;,14805,26920
20231215-7,27.79,DSO-RD;,15848,26816
20231215-8,30.63,DSO-RD;,17132,26703
20231215-9,30.98,DSO-RD;,17474,26521
20231215-10,30.66,DSO-RD;,16924,26222
20231215-11,27.3,DSO-RD;,16328,25796
20231215-12,26.92,DSO-RD;,15990,25299
20231215-13,26.01,DSO-RD;,15421,25305
20231215-14,25.86,DSO-RD;,15442,25289
20231215-15,25.24,DSO-RD;,15602,24881
20231215-16,27.06,DSO-RD;,16459,25090
20231215-17,29.47,DSO-RD;,17519,24933
20231215-18,30.51,DSO-RD;,17965,24852
20231215-19,28.06,DSO-RD;,17618,24848
20231215-20,30.82,DSO-RD;,17411,24848
20231215-21,30.84,DSO-RD;,17149,24628
20231215-22,31.32,DSO-RD;,16690,25089
20231215-23,31.47,DSO-RD;,15845,24860
20231215-24,30.44,DSO-RD;,14968,24458
20231229-1,24.54,DSO-RD;,13902,26501
20231229-2,26.43,DSO-RD;,13435,26363
20231229-3,23.3,DSO-RD;,13130,25991
20231229-4,24.38,DSO-RD;,12895,25599
20231229-5,22.89,DSO-RD;,13001,25699
20231229-6,25.22,DSO-RD;,13332,25743
20231229-7,25.92,DSO-RD;,13988,25731
20231229-8,26.59,DSO-RD;,14609,25810
20231229-9,27.39,DSO-RD;,15273,25902
20231229-10,26.77,DSO-RD;,15688,25956
20231229-11,27.51,DSO-RD;,16002,25920
20231229-12,27.99,DSO-RD;,16171,25967
20231229-13,27.64,DSO-RD;,16204,25942
20231229-14,27.57,DSO-RD;,16188,25952
20231229-15,26.48,DSO-RD;,16249,26031
20231229-16,26.46,DSO-RD;,16353,26146
20231229-17,29.99,DSO-RD;,16908,26330
20231229-18,34.93,DSO-RD;,17472,26311
20231229-19,29.1,DSO-RD;,16996,26474
20231229-20,25.99,DSO-RD;,16459,26054
20231229-21,26.08,DSO-RD;,16295,26076
20231229-22,25.76,DSO-RD;,15963,26519
20231229-23,26.63,DSO-RD;,15383,26318
20231229-24,34.43,DSO-RD;,14765,26695
20231228-1,26.92,DSO-RD;,13359,26143
20231228-2,25.12,DSO-RD;,13007,26069
20231228-3,27.44,DSO-RD;,12947,26083
20231228-4,29.39,DSO-RD;,12879,26147
20231228-5,24.8,DSO-RD;,12921,25997
20231228-6,26.34,DSO-RD;,13255,25926
20231228-7,25.82,DSO-RD;,13895,25817
20231228-8,27.34,DSO-RD;,14646,25761
20231228-9,28.94,DSO-RD;,15214,25479
20231228-10,30.58,DSO-RD;,15616,25507
20231228-11,30.44,DSO-RD;,15951,25665
20231228-12,30.74,DSO-RD;,16253,25749
20231228-13,30.95,DSO-RD;,16310,25742
20231228-14,30.8,DSO-RD;,16275,25661
20231228-15,30.74,DSO-RD;,16295,25654
20231228-16,30.74,DSO-RD;,16390,25621
20231228-17,29.92,DSO-RD;,16795,25727
20231228-18,30.83,DSO-RD;,17247,25878
20231228-19,30.61,DSO-RD;,16933,25938
20231228-20,27.37,DSO-RD;,16594,25419
20231228-21,28.53,DSO-RD;,16349,26022
20231228-22,29.96,DSO-RD;,15832,25615
20231228-23,27.03,DSO-RD;,15063,24839
20231228-24,25.89,DSO-RD;,14312,26422
20231214-1,27.8,DSO-RD;,15541,24300
20231214-2,35.0,DSO-RD;,15157,24594
20231214-3,27.01,DSO-RD;,14868,24567
20231214-4,27.69,DSO-RD;,14699,24692
20231214-5,26.59,DSO-RD;,14888,24692
20231214-6,30.16,DSO-RD;,15375,24986
20231214-7,30.93,DSO-RD;,16599,25108
20231214-8,33.37,DSO-RD;,17860,24899
20231214-9,34.6,DSO-RD;,18215,24898
20231214-10,31.6,DSO-RD;,17924,25093
20231214-11,31.03,DSO-RD;,17741,25341
20231214-12,31.47,DSO-RD;,17652,25565
20231214-13,30.83,DSO-RD;,17436,26039
20231214-14,26.35,DSO-RD;,17222,26242
20231214-15,24.95,DSO-RD;,16935,26412
20231214-16,25.89,DSO-RD;,17309,26522
20231214-17,29.74,DSO-RD;,18073,26662
20231214-18,29.27,DSO-RD;,18686,26855
20231214-19,28.98,DSO-RD;,18470,26948
20231214-20,28.29,DSO-RD;,18299,26948
20231214-21,30.2,DSO-RD;,18037,27550
20231214-22,27.13,DSO-RD;,17377,27566
20231214-23,26.32,DSO-RD;,16321,27469
20231214-24,22.66,DSO-RD;,15491,27493
20240214-1,30.75,DSO-RD;,15782,26250
20240214-2,33.2,DSO-RD;,15402,26201
20240214-3,27.16,DSO-RD;,15270,25975
20240214-4,26.02,DSO-RD;,15327,25879
20240214-5,26.58,DSO-RD;,15509,25731
20240214-6,27.88,DSO-RD;,16070,25678
20240214-7,39.28,DSO-RD;,17562,25211
20240214-8,62.84,DSO-RD;,18775,25117
20240214-9,45.27,DSO-RD;,18475,24821
20240214-10,32.08,DSO-RD;,18110,24760
20240214-11,28.39,DSO-RD;,17253,24796
20240214-12,25.96,DSO-RD;,16585,24959
20240214-13,24.95,DSO-RD;,16742,24756
20240214-14,23.74,DSO-RD;,16697,24890
20240214-15,23.44,DSO-RD;,16661,25033
20240214-16,25.13,DSO-RD;,17128,25136
20240214-17,31.15,DSO-RD;,18013,25536
20240214-18,39.12,DSO-RD;,19049,25282
20240214-19,43.53,DSO-RD;,19343,25230
20240214-20,46.74,DSO-RD;,19185,25184
20240214-21,37.44,DSO-RD;,18885,25403
20240214-22,30.96,DSO-RD;,18300,25377
20240214-23,30.75,DSO-RD;,17149,25507
20240214-24,23.67,DSO-RD;,16199,25804
20240228-1,0.49,DSO-RD;,13612,29052
20240228-2,0.47,DSO-RD;,13199,29131
20240228-3,0.0,DSO-RD;,13101,29002
20240228-4,10.96,DSO-RD;,13243,28955
20240228-5,13.0,DSO-RD;,13297,28768
20240228-6,13.69,DSO-RD;,13868,28569
20240228-7,24.57,DSO-RD;,14912,28810
20240228-8,13.66,DSO-RD;,16005,28858
20240228-9,14.33,DSO-RD;,16322,28974
20240228-10,14.35,DSO-RD;,16414,29045
20240228-11,22.14,DSO-RD;,16408,29130
20240228-12,28.47,DSO-RD;,16694,28618
20240228-13,56.82,DSO-RD;,16828,28212
20240228-14,30.09,DSO-RD;,16981,28115
20240228-15,26.13,DSO-RD;,17040,28223
20240228-16,23.63,DSO-RD;,17496,28524
20240228-17,27.21,DSO-RD;,18143,28780
20240228-18,46.27,DSO-RD;,18565,28993
20240228-19,45.85,DSO-RD;,18807,28975
20240228-20,36.41,DSO-RD;,18829,28844
20240228-21,40.2,DSO-RD;,18395,28795
20240228-22,30.08,DSO-RD;,17877,28795
20240228-23,26.06,DSO-RD;,16972,28307
20240228-24,22.82,DSO-RD;,16035,28011
20240204-1,31.07,DSO-RD;,14757,25709
20240204-2,36.13,DSO-RD;,14493,26097
20240204-3,37.23,DSO-RD;,14193,26089
20240204-4,37.48,DSO-RD;,14366,26069
20240204-5,38.7,DSO-RD;,14546,26064
20240204-6,36.24,DSO-RD;,14705,26072
20240204-7,36.64,DSO-RD;,15164,26165
20240204-8,33.08,DSO-RD;,15633,25516
20240204-9,31.44,DSO-RD;,16036,25616
20240204-10,31.44,DSO-RD;,16224,25720
20240204-11,31.08,DSO-RD;,15877,25725
20240204-12,27.11,DSO-RD;,15562,25736
20240204-13,26.74,DSO-RD;,15218,25738
20240204-14,25.8,DSO-RD;,15016,25751
20240204-15,26.49,DSO-RD;,14921,25787
20240204-16,24.09,DSO-RD;,15451,25750
20240204-17,30.07,DSO-RD;,16494,25724
20240204-18,31.48,DSO-RD;,17809,25716
20240204-19,35.88,DSO-RD;,18154,25867
20240204-20,34.07,DSO-RD;,18027,26513
20240204-21,31.63,DSO-RD;,17649,26475
20240204-22,31.5,DSO-RD;,17018,25752
20240204-23,32.6,DSO-RD;,15931,25700
20240204-24,31.34,DSO-RD;,15158,25745
20240210-1,3.7,DSO-RD;,13502,27208
20240210-2,0.0,DSO-RD;,13037,27537
20240210-3,0.0,DSO-RD;,12854,27639
20240210-4,1.69,DSO-RD;,12893,27408
20240210-5,18.88,DSO-RD;,13046,27347
20240210-6,25.05,DSO-RD;,13499,27379
20240210-7,23.06,DSO-RD;,14062,27112
20240210-8,23.25,DSO-RD;,14604,26961
20240210-9,29.43,DSO-RD;,15230,26652
20240210-10,24.67,DSO-RD;,15287,26199
20240210-11,17.34,DSO-RD;,14864,26706
20240210-12,27.19,DSO-RD;,14668,27014
20240210-13,24.88,DSO-RD;,14758,26296
20240210-14,24.93,DSO-RD;,14753,27317
20240210-15,15.7,DSO-RD;,14789,27228
20240210-16,24.39,DSO-RD;,15587,26994
20240210-17,23.59,DSO-RD;,16334,26753
20240210-18,70.22,DSO-RD;,17216,27145
20240210-19,25.82,DSO-RD;,17264,27283
20240210-20,24.22,DSO-RD;,16508,27283
20240210-21,24.92,DSO-RD;,16134,27283
20240210-22,28.42,DSO-RD;,15725,27283
20240210-23,24.37,DSO-RD;,15151,27479
20240210-24,24.32,DSO-RD;,14447,27296
20231210-1,14.34,DSO-RD;,13485,25818
20231210-2,17.45,DSO-RD;,13076,26306
20231210-3,14.36,DSO-RD;,13042,25773
20231210-4,14.31,DSO-RD;,12652,25836
20231210-5,14.37,DSO-RD;,13022,25675
20231210-6,4.88,DSO-RD;,13199,25675
20231210-7,1.73,DSO-RD;,13589,25773
20231210-8,12.27,DSO-RD;,14200,25874
20231210-9,21.54,DSO-RD;,14854,25883
20231210-10,28.21,DSO-RD;,15399,26320
20231210-11,28.24,DSO-RD;,16012,26075
20231210-12,28.41,DSO-RD;,16476,25923
20231210-13,41.5,DSO-RD;,16764,25814
20231210-14,73.32,DSO-RD;,16841,25367
20231210-15,41.18,DSO-RD;,17069,25138
20231210-16,32.14,DSO-RD;,17226,24870
20231210-17,32.22,DSO-RD;,17704,24786
20231210-18,33.07,DSO-RD;,18232,24696
20231210-19,39.23,DSO-RD;,17871,24854
20231210-20,38.47,DSO-RD;,17485,24863
20231210-21,35.13,DSO-RD;,17148,24855
20231210-22,33.74,DSO-RD;,16593,25064
20231210-23,28.72,DSO-RD;,15464,25150
20231210-24,29.62,DSO-RD;,14551,25241
20231211-1,28.2,DSO-RD;,14063,25016
20231211-2,28.81,DSO-RD;,13840,25642
20231211-3,26.71,DSO-RD;,13747,25685
20231211-4,26.18,DSO-RD;,13650,25596
20231211-5,22.65,DSO-RD;,13836,26009
20231211-6,22.91,DSO-RD;,14422,26196
20231211-7,29.11,DSO-RD;,15654,26555
20231211-8,33.5,DSO-RD;,17247,25775
20231211-9,37.77,DSO-RD;,17888,25608
20231211-10,35.73,DSO-RD;,18000,25550
20231211-11,34.42,DSO-RD;,17907,25461
20231211-12,33.25,DSO-RD;,17780,25364
20231211-13,33.3,DSO-RD;,17815,25525
20231211-14,33.73,DSO-RD;,17889,25533
20231211-15,34.43,DSO-RD;,18100,25626
20231211-16,34.4,DSO-RD;,18473,25606
20231211-17,36.5,DSO-RD;,19274,25494
20231211-18,41.86,DSO-RD;,19888,25182
20231211-19,45.07,DSO-RD;,19465,25007
20231211-20,37.31,DSO-RD;,19074,24936
20231211-21,35.94,DSO-RD;,18574,25089
20231211-22,33.3,DSO-RD;,17872,25415
20231211-23,31.96,DSO-RD;,16906,25791
20231211-24,29.53,DSO-RD;,15806,26007
20240211-1,26.76,DSO-RD;,13884,27522
20240211-2,22.62,DSO-RD;,13535,27415
20240211-3,16.56,DSO-RD;,13492,27193
20240211-4,17.09,DSO-RD;,13440,26916
20240211-5,14.33,DSO-RD;,13481,26830
20240211-6,14.36,DSO-RD;,13617,26690
20240211-7,22.67,DSO-RD;,14093,26264
20240211-8,49.41,DSO-RD;,14804,25701
20240211-9,53.43,DSO-RD;,15391,25478
20240211-10,161.3,DSO-RD;,15966,25708
20240211-11,41.21,DSO-RD;,16349,25607
20240211-12,32.4,DSO-RD;,16698,25588
20240211-13,29.63,DSO-RD;,16915,25622
20240211-14,30.67,DSO-RD;,16957,25603
20240211-15,25.92,DSO-RD;,16784,25775
20240211-16,34.69,DSO-RD;,16962,25747
20240211-17,31.18,DSO-RD;,17420,25830
20240211-18,33.45,DSO-RD;,18038,25802
20240211-19,30.32,DSO-RD;,18114,25796
20240211-20,32.05,DSO-RD;,17579,25621
20240211-21,29.3,DSO-RD;,17057,25530
20240211-22,27.91,DSO-RD;,16458,25544
20240211-23,24.51,DSO-RD;,15632,25740
20240211-24,27.61,DSO-RD;,15187,25784
20240205-1,29.32,DSO-RD;,14644,25540
20240205-2,29.97,DSO-RD;,14320,25523
20240205-3,26.53,DSO-RD;,14205,25523
20240205-4,26.52,DSO-RD;,14121,25443
20240205-5,28.36,DSO-RD;,14329,25384
20240205-6,31.41,DSO-RD;,15041,25431
20240205-7,31.7,DSO-RD;,16568,25746
20240205-8,47.64,DSO-RD;,17945,25808
20240205-9,35.87,DSO-RD;,18088,25862
20240205-10,37.04,DSO-RD;,18052,25777
20240205-11,35.26,DSO-RD;,17966,25800
20240205-12,31.66,DSO-RD;,17832,25855
20240205-13,31.93,DSO-RD;,17611,25347
20240205-14,31.52,DSO-RD;,17522,25774
20240205-15,31.45,DSO-RD;,17216,25795
20240205-16,30.61,DSO-RD;,17306,25800
20240205-17,32.19,DSO-RD;,17941,25753
20240205-18,35.76,DSO-RD;,18810,25723
20240205-19,33.67,DSO-RD;,19030,25546
20240205-20,33.68,DSO-RD;,18758,25333
20240205-21,37.28,DSO-RD;,18416,25353
20240205-22,46.95,DSO-RD;,17826,24917
20240205-23,59.96,DSO-RD;,16888,24424
20240205-24,35.53,DSO-RD;,16038,25110
20240213-1,25.26,DSO-RD;,15285,24918
20240213-2,29.58,DSO-RD;,14915,24920
20240213-3,27.37,DSO-RD;,14709,24921
20240213-4,24.92,DSO-RD;,14637,25113
20240213-5,23.97,DSO-RD;,14683,25322
20240213-6,23.83,DSO-RD;,15137,25587
20240213-7,27.97,DSO-RD;,16381,26145
20240213-8,36.39,DSO-RD;,18104,26161
20240213-9,30.26,DSO-RD;,17806,25808
20240213-10,28.08,DSO-RD;,17659,26029
20240213-11,28.59,DSO-RD;,17436,26377
20240213-12,28.85,DSO-RD;,17330,26755
20240213-13,28.82,DSO-RD;,17078,26709
20240213-14,26.07,DSO-RD;,17295,26929
20240213-15,26.14,DSO-RD;,17428,27200
20240213-16,25.65,DSO-RD;,17993,27128
20240213-17,26.32,DSO-RD;,18420,27520
20240213-18,37.36,DSO-RD;,19020,27065
20240213-19,41.17,DSO-RD;,19130,27135
20240213-20,36.12,DSO-RD;,19090,27011
20240213-21,35.56,DSO-RD;,18788,26820
20240213-22,29.25,DSO-RD;,18196,26734
20240213-23,28.43,DSO-RD;,17267,26625
20240213-24,25.5,DSO-RD;,16407,26476
20240207-1,31.72,DSO-RD;,15013,25171
20240207-2,36.86,DSO-RD;,14824,25128
20240207-3,37.54,DSO-RD;,14653,25082
20240207-4,36.35,DSO-RD;,14785,25080
20240207-5,38.51,DSO-RD;,14996,24837
20240207-6,37.96,DSO-RD;,15591,24613
20240207-7,33.26,DSO-RD;,16761,24569
20240207-8,42.36,DSO-RD;,17894,24569
20240207-9,45.81,DSO-RD;,18235,24694
20240207-10,44.98,DSO-RD;,18026,24775
20240207-11,44.38,DSO-RD;,17562,24614
20240207-12,37.51,DSO-RD;,17071,24426
20240207-13,31.94,DSO-RD;,16642,24418
20240207-14,32.41,DSO-RD;,16655,24491
20240207-15,31.22,DSO-RD;,16751,24517
20240207-16,31.73,DSO-RD;,16936,24495
20240207-17,36.62,DSO-RD;,17728,24404
20240207-18,46.76,DSO-RD;,18478,24439
20240207-19,37.63,DSO-RD;,18692,24609
20240207-20,37.75,DSO-RD;,18450,24871
20240207-21,35.67,DSO-RD;,18070,25260
20240207-22,36.52,DSO-RD;,17460,24653
20240207-23,33.53,DSO-RD;,16369,25427
20240207-24,30.12,DSO-RD;,15367,25560
20231213-1,27.77,DSO-RD;,15093,26784
20231213-2,26.33,DSO-RD;,14857,26828
20231213-3,31.9,DSO-RD;,14586,26772
20231213-4,34.77,ADMIN;,14503,26542
20231213-5,27.45,DSO-RD;,14550,26365
20231213-6,26.74,DSO-RD;,15438,26346
20231213-7,29.88,DSO-RD;,16541,26521
20231213-8,39.79,DSO-RD;,18266,26578
20231213-9,33.88,DSO-RD;,18446,26077
20231213-10,31.51,DSO-RD;,18044,25957
20231213-11,32.06,DSO-RD;,17572,25015
20231213-12,42.86,DSO-RD;,17663,24920
20231213-13,29.9,DSO-RD;,17468,24924
20231213-14,29.66,ADMIN;,17293,24846
20231213-15,28.41,DSO-RD;,17377,24743
20231213-16,32.22,DSO-RD;,18170,24191
20231213-17,98.73,DSO-RD;,19410,24616
20231213-18,106.68,DSO-RD;,20004,24474
20231213-19,34.07,DSO-RD;,19491,24160
20231213-20,38.95,DSO-RD;,19321,24160
20231213-21,40.21,DSO-RD;,19220,24138
20231213-22,49.29,DSO-RD;,18640,24164
20231213-23,35.41,DSO-RD;,17400,23929
20231213-24,31.51,DSO-RD;,16274,24024
20231212-1,26.74,DSO-RD;,15250,25287
20231212-2,26.54,DSO-RD;,14777,26481
20231212-3,22.12,DSO-RD;,14384,26762
20231212-4,18.52,DSO-RD;,14318,27115
20231212-5,14.35,DSO-RD;,14506,27445
20231212-6,13.27,DSO-RD;,15032,27649
20231212-7,26.24,DSO-RD;,16289,27645
20231212-8,28.54,DSO-RD;,17570,27755
20231212-9,27.7,DSO-RD;,17968,27910
20231212-10,26.82,DSO-RD;,17724,27879
20231212-11,26.49,DSO-RD;,17547,27925
20231212-12,27.18,DSO-RD;,17491,27879
20231212-13,26.2,DSO-RD;,17588,27958
20231212-14,25.84,DSO-RD;,17574,27839
20231212-15,28.17,DSO-RD;,17549,27662
20231212-16,29.18,DSO-RD;,17827,27717
20231212-17,31.63,DSO-RD;,18828,27537
20231212-18,34.45,DSO-RD;,19461,27546
20231212-19,31.52,DSO-RD;,19053,27323
20231212-20,31.13,DSO-RD;,18847,27257
20231212-21,31.13,DSO-RD;,18480,27123
20231212-22,30.66,DSO-RD;,17923,27057
20231212-23,28.67,DSO-RD;,16888,26922
20231212-24,27.08,DSO-RD;,15741,26718
20240206-1,38.85,DSO-RD;,15403,25118
20240206-2,39.53,DSO-RD;,14989,25118
20240206-3,39.69,DSO-RD;,14867,25339
20240206-4,38.9,DSO-RD;,14902,25363
20240206-5,37.44,DSO-RD;,15150,25216
20240206-6,32.94,DSO-RD;,15674,25070
20240206-7,36.29,DSO-RD;,16790,25007
20240206-8,41.03,DSO-RD;,18257,25035
20240206-9,33.05,DSO-RD;,18017,24924
20240206-10,32.83,DSO-RD;,17212,24975
20240206-11,32.17,DSO-RD;,16599,25285
20240206-12,31.81,DSO-RD;,16118,25352
20240206-13,28.68,DSO-RD;,15900,25479
20240206-14,28.62,DSO-RD;,15701,25569
20240206-15,30.03,DSO-RD;,15763,25469
20240206-16,31.44,DSO-RD;,16276,25423
20240206-17,31.87,DSO-RD;,17266,25269
20240206-18,41.5,DSO-RD;,18520,25152
20240206-19,37.12,DSO-RD;,18983,25131
20240206-20,47.12,DSO-RD;,18868,25179
20240206-21,41.25,DSO-RD;,18480,25212
20240206-22,43.21,DSO-RD;,17780,24915
20240206-23,35.47,DSO-RD;,16755,24768
20240206-24,31.7,DSO-RD;,15758,25463
20240212-1,24.38,DSO-RD;,14747,25347
20240212-2,18.89,DSO-RD;,14159,25988
20240212-3,19.81,DSO-RD;,13979,26046
20240212-4,25.43,DSO-RD;,14030,25966
20240212-5,24.38,DSO-RD;,14219,25843
20240212-6,24.54,DSO-RD;,14790,25784
20240212-7,34.25,DSO-RD;,16086,24819
20240212-8,34.48,DSO-RD;,17474,25149
20240212-9,35.34,DSO-RD;,17979,24721
20240212-10,34.42,DSO-RD;,18010,24675
20240212-11,39.24,DSO-RD;,17937,24668
20240212-12,35.84,DSO-RD;,17486,24668
20240212-13,30.11,DSO-RD;,17038,24807
20240212-14,24.91,DSO-RD;,16862,24905
20240212-15,24.7,DSO-RD;,16579,24937
20240212-16,24.66,DSO-RD;,16886,25234
20240212-17,25.11,DSO-RD;,17584,25121
20240212-18,30.49,DSO-RD;,18320,24880
20240212-19,34.25,DSO-RD;,18660,24934
20240212-20,34.26,DSO-RD;,18639,24960
20240212-21,42.97,DSO-RD;,18405,24809
20240212-22,38.65,DSO-RD;,17775,24740
20240212-23,29.44,DSO-RD;,16790,24796
20240212-24,26.16,DSO-RD;,15942,24777
